"id","kind","file","line","owner","mysql_pattern_category","postgres_target_design","source_snippet","test_status"
"S1-SQL-237","sql_tag","server/db.ts","5702","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","pendingPayoutAmount: sql<string>`COALESCE(SUM(CASE WHEN payoutStatus IN ('processing', 'pending') AND sellerType = 'seller' THEN sellerReceivableHkd ELSE 0 END), 0)`,","not_started"
"S1-SQL-238","sql_tag","server/db.ts","5703","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","pendingPayoutCount: sql<number>`SUM(CASE WHEN payoutStatus IN ('processing', 'pending') AND sellerType = 'seller' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-239","sql_tag","server/db.ts","5704","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","paidOutCount: sql<number>`SUM(CASE WHEN payoutStatus = 'paid' THEN 1 ELSE 0 END)`,","not_started"
"S1-SQL-240","sql_tag","server/db.ts","5852","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","sql`DATE_FORMAT(${marketplaceOrders.createdAt}, '%Y-%m') = ${yearMonth}`","not_started"
"S1-SQL-241","sql_tag","server/db.ts","5859","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","const [countRow] = await db.select({ total: sql<number>`count(*)` })","not_started"
"S1-SQL-242","sql_tag","server/db.ts","5865","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","sql`DATE_FORMAT(${marketplaceOrders.createdAt}, '%Y-%m') = ${yearMonth}`","not_started"
"S1-SQL-243","sql_tag","server/db.ts","5914","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","sellerUserName: sql<string>`seller_users.name`,","not_started"
"S1-SQL-244","sql_tag","server/db.ts","5920","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract",".leftJoin(sql`users as seller_users`, sql`seller_users.id = ${sellerProfiles.userId}`)","not_started"
"S1-SQL-245","sql_tag","server/db.ts","5920","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract",".leftJoin(sql`users as seller_users`, sql`seller_users.id = ${sellerProfiles.userId}`)","not_started"
"S1-SQL-246","sql_tag","server/db.ts","5924","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","sql`DATE_FORMAT(${marketplaceOrders.createdAt}, '%Y-%m') = ${yearMonth}`","not_started"
"S1-SQL-247","sql_tag","server/db.ts","5931","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","const [countRow] = await db.select({ total: sql<number>`count(DISTINCT ${marketplaceOrders.id})` })","not_started"
"S1-SQL-248","sql_tag","server/db.ts","5936","Pricing & market data","date_time","Replace with date_trunc/to_char/interval and UTC contract","sql`DATE_FORMAT(${marketplaceOrders.createdAt}, '%Y-%m') = ${yearMonth}`","not_started"
"S1-SQL-249","sql_tag","server/db.ts","5990","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const listingCountRows = await db.select({ count: sql<number>`count(*)` }).from(marketplaceListings).where(eq(marketplaceListings.sellerId, sellerId));","not_started"
"S1-SQL-250","sql_tag","server/db.ts","5993","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const activeListingCountRows = await db.select({ count: sql<number>`count(*)` }).from(marketplaceListings).where(and(eq(marketplaceListings.sellerId, sellerId), eq(marketplaceListings.status, 'active')));","not_started"
"S1-SQL-251","sql_tag","server/db.ts","5996","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const orderCountRows = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders).where(eq(marketplaceOrders.sellerId, sellerId));","not_started"
"S1-SQL-252","sql_tag","server/db.ts","5999","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const completedOrderRows = await db.select({ count: sql<number>`count(*)`, revenue: sql<number>`sum(sellerReceivableHkd)` }).from(marketplaceOrders).where(and(eq(marketplaceOrders.sellerId, sellerId), eq(marketplaceOrders.orderStatus, 'completed')));","not_started"
"S1-SQL-253","sql_tag","server/db.ts","5999","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const completedOrderRows = await db.select({ count: sql<number>`count(*)`, revenue: sql<number>`sum(sellerReceivableHkd)` }).from(marketplaceOrders).where(and(eq(marketplaceOrders.sellerId, sellerId), eq(marketplaceOrders.orderStatus, 'completed')));","not_started"
"S1-SQL-254","sql_tag","server/db.ts","6025","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const orderCountRows = await db.select({ count: sql<number>`count(*)` }).from(marketplaceOrders).where(eq(marketplaceOrders.listingId, id));","not_started"
"S1-SQL-255","sql_tag","server/db.ts","6147","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const countRows = await db.select({ count: sql<number>`count(*)` }).from(adminAuditLogs).where(where);","not_started"
"S1-SQL-256","sql_tag","server/db.ts","6265","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const result = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-257","sql_tag","server/db.ts","6278","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const result = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-258","sql_tag","server/db.ts","6289","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const result = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-259","sql_tag","server/db.ts","6295","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const result = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-260","sql_tag","server/db.ts","6339","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [totalRow] = await db.select({ count: sql<number>`count(*)` }).from(orderMessages);","not_started"
"S1-SQL-261","sql_tag","server/db.ts","6340","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [unreadRow] = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-262","sql_tag","server/db.ts","6343","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [activeRow] = await db.select({ count: sql<number>`count(distinct ${orderMessages.orderNo})` })","not_started"
"S1-SQL-263","sql_tag","server/db.ts","6394","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","unreadCount: sql<number>`count(*)`,","not_started"
"S1-SQL-264","sql_tag","server/db.ts","6395","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","latestAt: sql<Date | null>`max(${orderMessages.createdAt})`,","not_started"
"S1-SQL-265","sql_tag","server/db.ts","6401","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".orderBy(desc(sql`max(${orderMessages.createdAt})`))","not_started"
"S1-SQL-266","sql_tag","server/db.ts","6477","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [thisMonthDisputes] = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-267","sql_tag","server/db.ts","6481","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.disputeOpenedAt} >= ${firstDayOfMonth}`","not_started"
"S1-SQL-268","sql_tag","server/db.ts","6522","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [unresolvedCount] = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-269","sql_tag","server/db.ts","6527","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [unresolvedOver3Days] = await db.select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-270","sql_tag","server/db.ts","6532","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceOrders.disputeOpenedAt} <= ${new Date(threeDaysAgoMs)}`","not_started"
"S1-SQL-271","sql_tag","server/db.ts","6594","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [{ total }] = await db.select({ total: sql<number>`count(*)` })","not_started"
"S1-SQL-272","sql_tag","server/db.ts","6686","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [{ total }] = await db.select({ total: sql<number>`count(*)` })","not_started"
"S1-SQL-273","sql_tag","server/db.ts","6855","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","db.select({ count: sql<number>`COUNT(*)` }).from(marketplaceListings)","not_started"
"S1-SQL-274","sql_tag","server/db.ts","6891","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","count: sql<number>`COUNT(*)`,","not_started"
"S1-SQL-275","sql_tag","server/db.ts","6892","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","revenue: sql<number>`COALESCE(SUM(CAST(${marketplaceListings.currentHighestBid} AS DECIMAL(10,2))), 0)`,","not_started"
"S1-SQL-276","sql_tag","server/db.ts","6897","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","db.select({ count: sql<number>`COUNT(*)` }).from(auctionBids),","not_started"
"S1-SQL-277","sql_tag","server/db.ts","6899","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","db.select({ count: sql<number>`COUNT(*)` })","not_started"
"S1-SQL-278","sql_tag","server/db.ts","6907","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","count: sql<number>`COUNT(*)`,","not_started"
"S1-SQL-279","sql_tag","server/db.ts","6908","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","revenue: sql<number>`COALESCE(SUM(CAST(${marketplaceOrders.unitPriceHkd} AS DECIMAL(10,2))), 0)`,","not_started"
"S1-SQL-280","sql_tag","server/db.ts","6917","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","db.select({ count: sql<number>`COUNT(*)` }).from(auctionViolations),","not_started"
"S1-SQL-281","sql_tag","server/db.ts","6919","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","db.select({ count: sql<number>`COUNT(*)` })","not_started"
"S1-SQL-282","sql_tag","server/db.ts","6976","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [row] = await db.select({ count: sql<number>`COUNT(*)` })","not_started"
"S1-SQL-283","sql_tag","server/db.ts","7039","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","db.select({ count: sql`count(*)` })","not_started"
"S1-SQL-284","sql_tag","server/db.ts","7104","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${marketplaceListings.listingMode} = 'auction'`,","not_started"
"S1-SQL-285","sql_tag","server/db.ts","7156","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","db.select({ count: sql`count(*)` })","not_started"
"S1-SQL-286","sql_tag","server/db.ts","7192","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","unreadCount: sql<number>`sum(case when ${unreadCol} = false then 1 else 0 end)`,","not_started"
"S1-SQL-287","sql_tag","server/db.ts","7193","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","latestAt: sql<Date | null>`max(${orderMessages.createdAt})`,","not_started"
"S1-SQL-288","sql_tag","server/db.ts","7199","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".orderBy(desc(sql`max(${orderMessages.createdAt})`))","not_started"
"S1-SQL-289","sql_tag","server/db.ts","7313","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`COUNT(*)` })","not_started"
"S1-SQL-290","sql_tag","server/db.ts","7319","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`COUNT(*)` })","not_started"
"S1-SQL-291","sql_tag","server/db.ts","7321","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".where(sql`${snkrdunkListingsCache.createdAt} >= ${HOT_THRESHOLD}`);","not_started"
"S1-SQL-292","sql_tag","server/db.ts","7326","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`COUNT(*)` })","not_started"
"S1-SQL-293","sql_tag","server/db.ts","7330","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${snkrdunkListingsCache.createdAt} < ${HOT_THRESHOLD}`,","not_started"
"S1-SQL-294","sql_tag","server/db.ts","7331","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`${snkrdunkListingsCache.createdAt} >= ${COLD_THRESHOLD}`","not_started"
"S1-SQL-295","sql_tag","server/db.ts","7341","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ latestAt: sql<string>`MAX(${snkrdunkListingsCache.createdAt})` })","not_started"
"S1-SQL-296","sql_tag","server/db.ts","7347","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ oldestAt: sql<string>`MIN(${snkrdunkListingsCache.createdAt})` })","not_started"
"S1-SQL-297","sql_tag","server/db.ts","7433","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","rarity: sql<string>`NULL`,","not_started"
"S1-SQL-298","sql_tag","server/db.ts","7526","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [row] = await db.select({ count: sql<number>`COUNT(*)` }).from(searchTokens);","not_started"
"S1-SQL-299","sql_tag","server/db.ts","7586","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","avgPrice: sql<number>`AVG(CAST(${priceHistory.price} AS DECIMAL(10,2)))`,","not_started"
"S1-SQL-300","sql_tag","server/db.ts","7587","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","priceCount: sql<number>`COUNT(*)`,","not_started"
"S1-SQL-301","sql_tag","server/db.ts","7588","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","latestSoldAt: sql<Date>`MAX(${priceHistory.soldAt})`,","not_started"
"S1-SQL-302","sql_tag","server/db.ts","7601","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".orderBy(sql`ABS(AVG(CAST(${priceHistory.price} AS DECIMAL(10,2))) - ${targetPrice})`)","not_started"
"S1-SQL-303","execute_call","server/dedup-price-history.mjs","15","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [cardIds] = await conn.execute(`","not_started"
"S1-SQL-304","execute_call","server/dedup-price-history.mjs","37","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [result] = await conn.execute(`","not_started"
"S1-SQL-305","execute_call","server/dedup-price-history.mjs","75","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","await conn.execute(`","not_started"
"S1-SQL-306","sql_tag","server/governance-helpers.ts","59","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-307","sql_tag","server/governance-helpers.ts","66","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-308","sql_tag","server/governance-helpers.ts","76","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-309","sql_tag","server/governance-helpers.ts","125","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-310","sql_tag","server/governance-helpers.ts","190","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-311","sql_tag","server/governance-helpers.ts","229","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","reportCount: sql<number>`(SELECT COUNT(*) FROM listingReports WHERE listingReports.listingId = marketplaceListings.id AND listingReports.status = 'pending')`,","not_started"
"S1-SQL-312","sql_tag","server/governance-helpers.ts","235","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`marketplaceListings.id IN (${reportedIds.join(',')})`,","not_started"
"S1-SQL-313","sql_tag","server/governance-helpers.ts","288","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`marketplaceListings.id IN (${reportedIds.join(',')})`,","not_started"
"S1-SQL-314","sql_tag","server/governance-helpers.ts","319","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","count: sql<number>`count(*)`,","not_started"
"S1-SQL-315","sql_tag","server/governance-helpers.ts","332","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","count: sql<number>`count(*)`,","not_started"
"S1-SQL-316","sql_tag","server/governance-helpers.ts","342","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","reportCount: sql<number>`count(*)`,","not_started"
"S1-SQL-317","sql_tag","server/governance-helpers.ts","349","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".orderBy(desc(sql<number>`count(*)`))","not_started"
"S1-SQL-318","sql_tag","server/governance-helpers.ts","353","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-319","sql_tag","server/governance-helpers.ts","383","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-320","execute_call","server/listing-stock-repair.test.ts","76","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","await db!.execute(","not_started"
"S1-SQL-321","sql_tag","server/listing-stock-repair.test.ts","77","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`UPDATE marketplaceListings","not_started"
"S1-SQL-322","execute_call","server/listing-stock-repair.test.ts","114","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","await db!.execute(","not_started"
"S1-SQL-323","sql_tag","server/listing-stock-repair.test.ts","115","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`UPDATE marketplaceListings","not_started"
"S1-SQL-324","execute_call","server/listing-stock-repair.test.ts","141","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const result = await db!.execute(","not_started"
"S1-SQL-325","sql_tag","server/listing-stock-repair.test.ts","142","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","sql`UPDATE marketplaceListings","not_started"
"S1-SQL-326","execute_call","server/normalize-soldat.mjs","21","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [totalRows] = await conn.execute('SELECT COUNT(*) as total FROM priceHistory');","not_started"
"S1-SQL-327","execute_call","server/normalize-soldat.mjs","27","TCG catalog","execute_or_fragment","Manual PostgreSQL syntax and parameter review required","await conn.execute('DROP INDEX uniq_price_card_source_grade_soldAt ON priceHistory');","not_started"
"S1-SQL-328","execute_call","server/normalize-soldat.mjs","43","TCG catalog","date_time","Replace with date_trunc/to_char/interval and UTC contract","const [cardIds] = await conn.execute(`","not_started"
"S1-SQL-329","execute_call","server/normalize-soldat.mjs","56","TCG catalog","date_time","Replace with date_trunc/to_char/interval and UTC contract","const [result] = await conn.execute(`","not_started"
"S1-SQL-330","execute_call","server/normalize-soldat.mjs","75","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [dupCardIds] = await conn.execute(`","not_started"
"S1-SQL-331","execute_call","server/normalize-soldat.mjs","95","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [result] = await conn.execute(`","not_started"
"S1-SQL-332","execute_call","server/normalize-soldat.mjs","133","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","await conn.execute(`","not_started"
"S1-SQL-333","execute_call","server/normalize-soldat.mjs","147","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [finalRows] = await conn.execute('SELECT COUNT(*) as total FROM priceHistory');","not_started"
"S1-SQL-334","sql_tag","server/order-cart-bugfix.test.ts","84","Marketplace & transactions","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","expect(fnBody).not.toMatch(/sql`.*batch_ref.*`/);","not_started"
"S1-SQL-335","sql_tag","server/order-cart-bugfix.test.ts","94","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","expect(fnBody).not.toMatch(/sql`.*cart_order_id.*`/);","not_started"
"S1-SQL-336","sql_tag","server/persistentSnkrdunkBatchUpdate.ts","530","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".onDuplicateKeyUpdate({ set: { isSuspectedBulk: sql`VALUES(isSuspectedBulk)`, recordHash: sql`VALUES(recordHash)` } });","not_started"
"S1-SQL-337","sql_tag","server/persistentSnkrdunkBatchUpdate.ts","530","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".onDuplicateKeyUpdate({ set: { isSuspectedBulk: sql`VALUES(isSuspectedBulk)`, recordHash: sql`VALUES(recordHash)` } });","not_started"
"S1-SQL-338","sql_tag","server/persistentSnkrdunkBatchUpdate.ts","538","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".onDuplicateKeyUpdate({ set: { isSuspectedBulk: sql`VALUES(isSuspectedBulk)`, recordHash: sql`VALUES(recordHash)` } });","not_started"
"S1-SQL-339","sql_tag","server/persistentSnkrdunkBatchUpdate.ts","538","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".onDuplicateKeyUpdate({ set: { isSuspectedBulk: sql`VALUES(isSuspectedBulk)`, recordHash: sql`VALUES(recordHash)` } });","not_started"
"S1-SQL-340","execute_call","server/priceUpdateScheduler.ts","1462","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const activeZeroStock = await db.execute(","not_started"
"S1-SQL-341","execute_call","server/priceUpdateScheduler.ts","1476","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","await db.execute(","not_started"
"S1-SQL-342","execute_call","server/priceUpdateScheduler.ts","1486","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const stuckReserved = await db.execute(","not_started"
"S1-SQL-343","execute_call","server/priceUpdateScheduler.ts","1499","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","await db.execute(","not_started"
"S1-SQL-344","execute_call","server/products.test.ts","16","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [rows] = await conn.execute('SELECT COUNT(*) as cnt FROM sealedProducts') as any;","not_started"
"S1-SQL-345","execute_call","server/products.test.ts","21","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [rows] = await conn.execute('SELECT COUNT(*) as cnt FROM cards') as any;","not_started"
"S1-SQL-346","execute_call","server/products.test.ts","26","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [rows] = await conn.execute(","not_started"
"S1-SQL-347","execute_call","server/products.test.ts","33","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [rows] = await conn.execute(","not_started"
"S1-SQL-348","execute_call","server/products.test.ts","40","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [rows] = await conn.execute(","not_started"
"S1-SQL-349","execute_call","server/products.test.ts","56","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [cards] = await conn.execute('SELECT id, name FROM cards LIMIT 1') as any;","not_started"
"S1-SQL-350","execute_call","server/products.test.ts","63","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [result] = await conn.execute('SELECT * FROM cards WHERE id = ?', [cardId]) as any;","not_started"
"S1-SQL-351","execute_call","server/products.test.ts","70","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [products] = await conn.execute('SELECT id, name FROM sealedProducts LIMIT 1') as any;","not_started"
"S1-SQL-352","execute_call","server/products.test.ts","77","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [result] = await conn.execute('SELECT * FROM sealedProducts WHERE id = ?', [productId]) as any;","not_started"
"S1-SQL-353","execute_call","server/products.test.ts","84","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [sealedPH] = await conn.execute(","not_started"
"S1-SQL-354","execute_call","server/products.test.ts","92","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [allPH] = await conn.execute(","not_started"
"S1-SQL-355","execute_call","server/products.test.ts","104","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [ds] = await conn.execute(","not_started"
"S1-SQL-356","execute_call","server/products.test.ts","111","TCG catalog","raw_select","Review casts, joins, order and pagination semantics","const [product] = await conn.execute(","not_started"
"S1-SQL-357","execute_call","server/products.test.ts","122","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [rows] = await conn.execute(","not_started"
"S1-SQL-358","execute_call","server/products.test.ts","136","Pricing & market data","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const [rows] = await conn.execute(","not_started"
"S1-SQL-359","sql_tag","server/profile.ts","354","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting",".select({ count: sql<number>`count(*)` })","not_started"
"S1-SQL-360","execute_call","server/routers/admin.ts","55","TCG catalog","identifier_quoting","Remove MySQL backticks; use Drizzle identifiers or PostgreSQL quoting","const result = await dbConn.execute(sql`SELECT APPROX_COUNT_DISTINCT(id) as c FROM cards`) as any;","not_started"
